DATE,price,volume
1478080195,725,0.001
1478102724,728.5,0.5
1478102764,726,0.5
1478104047,726.2,0.1
1478104139,726,0.05
1478104195,730,0.04
1478104904,729,0.0005
1478105303,728.2,3
1478106225,729.5,0.0005
1478106739,731,0.5
1478108688,731,0.002
1478109572,731,0.001
1478111142,731,0.2
1478112821,731,0.2
1478112848,732,0.3
1478114477,732,0.22
1478120229,731,0.0003
1478120258,731,0.5
1478120390,736,0.0002
1478120507,731,0.0002
1478125124,735,1
1478126202,739,0.0002
1478126476,735,0.0002
1478126606,739,0.0002
1478126648,735,0.0002
1478126669,739,0.0001
1478128288,739,1.9995
1478128295,741.5,3
1478130501,744,1
1478130658,745,2
1478130661,745,1
1478130668,745,1
1478130672,745,1
1478132536,750,3
1478139693,745,0.11
1478143081,745,0.24
1478144061,744.85,1
1478144902,745,1
1478145087,746,0.36
1478145180,745.12,0.12
1478145723,745.12,1
1478147202,745.12,1
1478148003,745,1.125
1478148467,745,0.275
1478149441,745,1
1478150432,754.9,0.247
1478150437,755,1
1478150444,755,1
1478150444,755.56,1.15
1478150447,755.56,0.69
1478150451,756,2.15
1478151152,757.9,0.005
1478151544,750,0.001
1478152206,750,2
1478152697,757.9,0.002
1478152697,758,1.238
1478153211,751,2.65
1478153946,751,1.35
1478155661,750,0.999
1478156963,749.5,0.22
1478157025,754,5
1478157754,757.2,1
1478157870,749.5,1
1478157893,749.5,1.09
1478157893,749,0.91
1478158420,748,1
1478159359,744.85,0.11
1478159359,744,0.39
1478159503,736,0.34
1478159503,735,0.66
1478159965,746,2.5
1478159965,748,0.5
1478160661,745,1
1478161502,742,1
1478162448,740.6,0.0008
1478162534,740.6,0.1
1478163420,740.6,2.2092
1478163425,738,0.1
1478163936,744.2,1
1478164025,744.2,1.315
1478165978,740,1
1478168745,740,1.156
1478168749,739.2,1.532
1478168752,738,0.9
1478169039,745,1.2
1478170931,745,0.2
1478170935,745,1
1478171168,741.2,0.81
1478171671,745,0.81
1478172097,746.5,0.2266
1478172428,746.8,2.1453
1478172484,741.2,0.25
1478174347,748,0.5
1478175168,746,0.01
1478175180,742,0.0023
1478175585,742,0.01
1478176692,745,0.0122
1478177133,746,0.0421
1478177691,748,0.2257
1478178244,745,0.1458
1478178247,742,0.0122
1478180767,741.2,0.94
1478180770,740,1.1156
1478181948,735,0.5
1478186416,732,0.25
1478187886,725,0.003
1478187910,719,0.25
1478189224,720.25,0.1
1478191923,714.25,0.25
1478194085,718,0.25
1478194148,720.5,0.5
1478195773,716.75,0.1
1478197249,720.5,0.5
1478199518,715,0.5
1478199559,712.75,0.5
1478199565,711,2
1478199569,710.15,0.75
1478201265,715,0.1395
1478214460,714,0.13
1478214537,709,0.4
1478214555,702,1
1478215238,690.15,1.5
1478215406,690.15,1.5
1478215421,690,2
1478217354,690.5,0.15
1478218970,688,0.2
1478219598,691,1
1478219602,692,2.5
1478219611,694.1,1
1478219614,695,1
1478219616,696,0.5
1478219622,697,0.44
1478219630,699,0.42
1478220295,700,1.5
1478220301,702,1.12
1478223648,705,1
1478225583,702,0.51
1478227982,705,1
1478229153,702,0.233
1478229163,701.1,2
1478229169,700,2
1478230258,705,1
1478233032,705,0.0015
1478233268,705,1.31
1478237036,705,1.6885
1478238262,702,0.53
1478238280,702,0.97
1478239205,701.21,0.35
1478240631,701,1
1478241026,701,1
1478241409,700,2
1478241421,700,1
1478241731,698,2
1478241733,697.5,1
1478241734,697.5,2
1478241736,696,1
1478241971,694.92,1.5
1478241974,695,5
1478241986,695,1.52
1478241989,695,2
1478241991,695,1.48
1478242114,693,1.23
1478243249,693,2.77
1478243261,692.5,1.2
1478244017,692.5,2
1478244254,694,0.0238
1478244400,695,1.11
1478244503,695,1.021
1478244926,696.5,2.5
1478245337,697,1.22
1478245523,697,0.78
1478245616,698,2.51
1478245695,698,2.49
1478245704,698.5,1
1478245763,698.5,0.5
1478245819,699,0.35
1478246383,700,2
1478246450,700,8
1478246534,700,2
1478246539,702,1
1478246695,702,1
1478246966,702,0.5
1478246969,703,3
1478247669,704.25,1.5
1478248394,705,2
1478248409,706.2,0.905
1478249295,706.2,0.095
1478249308,707,0.12
1478249739,707,0.88
1478249778,708,0.45
1478250272,706,0.021
1478250697,706,0.133
1478250699,705,2.015
1478250724,704,0.1
1478252831,704,0.795
1478252839,703,0.256
1478253693,703,2.994
1478253701,702,1.002
1478254769,707,0.235
1478255797,705,1
1478255801,705,0.114
1478256824,706,1.821
1478256828,707,0.765
1478256854,708,0.09
1478259409,709.1,0.2
1478260671,705,0.012
1478261766,709.1,0.3
1478262971,705,0.2338
1478263042,704,3.2502
1478263045,703,0.2358
1478263051,706,1
1478263168,702,0.998
1478263200,705,1
1478263954,702,3
1478263960,702,5.356
1478265622,705,1.593
1478265634,706,1.104
1478265634,706,0.896
1478265703,706,5
1478265950,706,2.104
1478266136,707,1.235
1478266454,708,2.1
1478267218,705,2.3047
1478267247,704,0.2348
1478267944,706,2
1478268759,703,1
1478269879,703,1.037
1478269883,702,5.236
1478269886,701,2.225
1478269891,700,1.112
1478270060,699,0.211
1478270062,698,1.11
1478270064,696,2.103
1478270207,696,2.34
1478270211,698,2.0357
1478270468,695,0.2103
1478270520,694,1.0021
1478270520,694,1.9979
1478271046,696,1.0286
1478271050,698,2.1058
1478272866,699,0.1
1478282207,699,0.12
1478286546,699,0.135
1478291901,697,0.01
1478291914,699,0.002
1478301031,699,0.2
1478304295,699,0.22
1478305999,699,0.1
1478306003,699,0.5
1478306300,699,1.01
1478306306,700,0.5
1478308461,698,1.2
1478310727,700,0.6
1478313168,700,0.02
1478313941,698,0.3
1478317113,698,0.5
1478318259,699,20
1478318278,700,2
1478318278,700,18
1478319842,699,15
1478319854,700,2
1478319854,700,13
1478320383,700,2
1478320405,700.5,2
1478321707,698,0.5
1478323202,700.8,2
1478324003,699,5
1478330276,701,1.8027
1478330281,702,1
1478330584,702,2.078
1478330589,703,0.235
1478331403,700,1
1478331898,704,1.0235
1478331919,700,0.025
1478331919,700,0.975
1478332491,705,4.25
1478332499,706,2
1478333221,700,1.025
1478333529,706,0.0237
1478333529,706,0.9763
1478334469,706,1.3737
1478334497,703,1
1478335001,707,1.0285
1478335006,708,2.9
1478335045,704,2.014
1478335715,703,1.0568
1478335727,702,5.036
1478336140,709,2
1478336211,705,2
1478336213,705,1.689
1478336829,704,1.0658
1478337100,703,0.258
1478337113,702,1.0298
1478337583,702,1.9702
1478337583,702,1.0298
1478337893,702,0.23
1478338668,702,1.0598
1478339521,702,1.009
1478340972,708,1.961
1478342354,703,0.23
1478342817,709,8
1478343716,710,0.12
1478343740,711,0.45
1478343740,712,4.55
1478344884,705,3.0298
1478344887,704,4.263
1478344889,703,0.8383
1478344891,702,2.6714
1478344929,705,3.025
1478346227,703,0.2
1478347187,703,0.801
1478347192,702,1.99
1478350191,708,0.0845
1478351320,701,2.025
1478351336,707,2
1478351516,700,1.2
1478351541,705,1
1478351546,705,0.23
1478351550,705,1.105
1478352471,700,0.8
1478353298,699,2.63
1478353301,698,0.5
1478353356,702,2.9056
1478353818,697,0.49
1478353818,697,1
1478353830,694,3.0021
1478353837,693,2.531
1478353903,700,2
1478353905,700,1.69
1478354358,700,1
1478356412,697,2.1
1478356938,696,1
1478356938,696,0.26
1478356941,696,1.74
1478356944,695,1
1478358405,700,2
1478360721,700,0.0289
1478360734,700,0.1
1478360748,698,1.01
1478362088,700,0.0124
1478362095,698,1.1114
1478368558,700,1.8876
1478368560,701,2
1478368574,701,1.0256
1478368607,700,2
1478368619,699,0.5
1478368624,699,0.112
1478368627,699,3
1478368632,699,2.536
1478368637,699,1.21
1478372328,701,1.9744
1478372334,699,2.642
1478372369,699,8.25
1478372385,701,11.1
1478374845,701,0.11
1478374849,699,0.34
1478386828,701,0.79
1478386828,701,4.21
1478386831,701,5
1478386836,701,5
1478386842,701,5
1478386872,700,25
1478388012,700,5
1478388016,700,15
1478388048,699,20
1478388050,699,5
1478388055,699,2.6
1478388490,700,30
1478388504,701,0.79
1478390038,701,20
1478390040,701,10
1478390051,701,20
1478390053,701,10
1478392627,700,20
1478392635,700,20
1478394473,700,10
1478394477,700,20
1478394487,700,2
1478394506,701,10
1478394510,701,12
1478394512,701,8
1478396283,702,1.0256
1478396302,702.5,20
1478396313,702.8,20
1478399843,702.99,20
1478399846,702.99,20
1478399866,701,21
1478399868,701,2
1478399871,701,5
1478399874,701,2
1478399876,701,10
1478401462,700,20
1478401481,703,1.025
1478401495,703,20
1478401527,701,25
1478402804,704,3.685
1478402859,705,2.35
1478402862,706,3.025
1478402865,707,2
1478402902,708,0.9715
1478402902,708,10.9715
1478404920,709,2
1478404920,709,4
1478407508,708,5
1478407511,708,5
1478407513,708,20
1478407528,709,30
1478410588,710,0.2369
1478410588,710,19.7631
1478410658,710,5.2369
1478410658,710,24.7631
1478410667,710,0.2369
1478411082,710,20
1478411084,710,30
1478411258,710,20
1478411260,710,30
1478414861,711,1
1478414877,711,1.086
1478414877,711,17.914
1478414886,711,1.086
1478414905,711.5,22
1478418503,712,2
1478418523,712,3.45
1478418886,710,1.0248
1478420413,711,0.258
1478420415,712,2.235
1478420419,713,2
1478421067,711,2
1478422062,711,2.256
1478422066,710,2.0478
1478422071,709,1
1478422098,711,2.054
1478422898,709,0.01
1478422940,709,0.0025
1478423275,714,2
1478423305,713,4
1478423311,713,1
1478423967,714,0.0001
1478423993,713,0.0002
1478424857,713,1.2478
1478424858,712,3.0578
1478424861,710,1.258
1478424885,711,2
1478426042,712,1.0245
1478426153,712,1
1478426157,712,1
1478426158,712,2
1478426161,712,2.44
1478426164,712,1.15
1478426166,712,4.154
1478426169,712,2.14
1478426172,712,2.456
1478426179,712,0.257
1478426183,712,0.9455
1478426189,712,1.2107
1478426195,712,5.053
1478426197,712,2.023
1478426203,712,1.234
1478426207,712,2
1478430263,711,1.25
1478432011,712,0.9368
1478432011,712,2.0632
1478432018,712,2.035
1478433698,712,2
1478433702,712,1.057
1478433714,712,0.0605
1478437140,712,2.5843
1478438554,710,2.0965
1478439202,709,1.0133
1478442251,712,0.012
1478442295,708,0.012
1478442298,708,1.338
1478442356,707,2
1478442359,706,1.03
1478442388,709,0.012
1478442431,705,0.25
1478442981,706,0.0003
1478466555,706,1.1117
1478466555,707,0.2883
1478470774,707,1.7241
1478470786,707,19
1478470790,707,1.24
1478470809,705.2,22.214
1478474090,707,0.0705
1478474428,707,0.6895
1478474443,708,0.254
1478474505,709,1
1478475012,709,1.2244
1478475018,710,5.247
1478475660,709.31,5
1478475663,709.31,2
1478475672,711,1.21
1478475689,711,1.5
1478476355,710,2
1478478398,710,1
1478478596,710,0.5
1478479644,710,4.2
1478480590,709.31,1
1478480616,709.31,2
1478480625,708,2
1478480634,707.5,1.545
1478480637,707.5,1
1478482295,707,2
1478482296,706.65,5
1478482298,706.12,1
1478482305,706,2.45
1478482313,705.5,3
1478482318,705.2,1.786
1478482331,705,4.75
1478482525,705.21,1.24
1478482525,705.21,5
1478482541,704,1
1478483058,704,2
1478483061,703,2
1478483091,702.3,1.2
1478483826,706,2
1478483840,705,2.15
1478486826,705,1.214
1478487558,705,1.636
1478488107,705,3
1478488533,705.25,2.35
1478489265,705.25,1.65
1478489709,705,1
1478489751,705,1.6
1478493188,705.5,1.55
1478495346,705.5,2.65
1478496011,703,2
1478496015,703,7
1478496551,706,1.25
1478497899,706.35,1.52
1478498143,706.35,0.99
1478498684,704,1.5
1478500722,706.54,2.5
1478502196,706.54,1
1478502204,706.54,0.02
1478502635,707,2.5214
1478502642,707.5,1.054
1478502646,707.5,2.1
1478502650,707.5,0.846
1478502662,708,0.25
1478502688,705.2,1.2058
1478502937,708,1.004
1478502963,708.2,1
1478502973,708.2,0.24
1478503471,707,1
1478503617,707,0.2
1478504102,707,1.8215
1478504106,706,2.0145
1478504129,705,1
1478504136,706,0.001
1478504330,705,0.002
1478504904,706,0.2348
1478504908,707,0.23
1478505291,705,0.2
1478505297,705,1.089
1478512059,705,0.734
1478512107,704.5,2.04
1478512110,705,0.248
1478512110,705,0.752
1478512115,705,2.057
1478512119,704,0.5
1478513120,705,0.002
1478513158,703.5,0.0123
1478513244,705,0.0108
1478513281,703.5,0.0107
1478513459,705,0.01
1478513892,703.5,0.01
1478514135,705,0.0112
1478514171,705,0.0007
1478514771,703.5,1
1478516452,705,2.1563
1478518994,703.5,2.217
1478518999,703,3
1478520948,705,1
1478520957,705,1.2
1478520960,705,2
1478520963,705,3.0152
1478520970,705,0.244
1478520975,705,0.24
1478520979,705,2.11
1478521009,704,1.0116
1478521033,703,1.025
1478521037,703,3.247
1478521040,702.3,2.3
1478521045,701,1
1478522027,703,0.743
1478522034,704,1.001
1478522045,705,1.1908
1478525473,703,2
1478525475,703,1
1478525476,703,4
1478525484,703,3.2111
1478525488,706,1
1478525497,703,0.022
1478528051,703,0.0169
1478528053,702,3
1478528059,701,1
1478532803,701.8,10
1478534326,702,15
1478537986,703,15
1478539397,703.5,10
1478541336,703.9,20
1478541366,705,30
1478545574,705.5,20
1478546690,705,20
1478550276,703,2
1478550276,703,18
1478558572,705,20
1478559826,705,20
1478563240,706,2.0245
1478564140,707,1.024
1478564210,706.22,2
1478564283,707,2.5
1478565142,707.56,4.5
1478569752,707.5,1
1478570999,707.5,2
1478571619,707.5,1.2
1478572901,707,1.2
1478573111,707,1
1478574255,707,1.8
1478574257,707.5,4
1478574271,708,6
1478574274,708.2,1.88
1478574277,709,2
1478574855,709.52,2.564
1478574855,709.52,0.0175
1478579595,710,5
1478579595,710,0.0401
1478581528,710.32,2
1478582077,710.32,1.52
1478582701,710,1.2
1478582706,710,2
1478583516,708,0.2
1478583919,710,0.8
1478583919,710,3
1478586012,710.32,2.98
1478586952,710,6
1478586961,710,4
1478588603,710,1.2
1478588616,708,1.95
1478588632,707.52,2.65
1478588635,707,5
1478588639,706.51,4.2
1478588692,706,1
1478589572,708,1.2
1478590967,706,1.2
1478590970,705.65,2.3
1478590974,705.15,2.12
1478590980,705,2.5
1478590987,704.52,2.65
1478591064,704,3.5
1478591071,703.54,4
1478592355,705.85,2
1478594515,705.85,1.1
1478597299,706,0.5
1478597325,706,2.6
1478597325,706.5,0.4
1478597932,705,0.5
1478598700,704,2.1
1478598700,703.54,0.4
1478600882,706.05,1
1478601697,706.5,1.7
1478601697,707,0.3
1478604099,707,0.19
1478604836,705.75,1
1478608128,707.1,1.54
1478608128,708,0.46
1478608140,708,1.04
1478608140,709.5,0.96
1478610433,709.5,0.54
1478610433,710,0.46
1478610499,709.75,5
1478612603,710.35,0.25
1478612603,711,0.29
1478612603,712,2.188
1478612603,713,0.272
1478615755,713,2.6182
1478615755,714,1.2509
1478615755,715,0.0605
1478615755,723,1
1478615755,726,0.5
1478615755,728,0.5
1478615755,730,1
1478615755,731,0.1
1478615755,734,0.5
1478615755,737,0.1
1478615755,740,0.5
1478615755,740,1.8704
1478615928,720,0.5
1478618417,719,5
1478620645,718.5,0.2
1478620649,718.5,0.8
1478622338,718,5
1478624891,718,5
1478627540,720.3,0.1919
1478629012,720.3,0.5
1478629294,715,0.02
1478629363,720.3,0.005
1478629486,715,0.001
1478629571,720.3,0.009
1478629749,720.3,0.006
1478629957,720.3,0.0006
1478632264,716,5
1478634273,719,20
1478634285,719,20
1478636958,718,30
1478638377,718,20
1478643851,720.3,0.5
1478645561,720.3,0.3
1478645579,717,20
1478645599,717,50
1478649048,715,1.329
1478649144,713.5,1.58
1478649180,713.5,0.92
1478649208,712,1
1478649210,712,1
1478652321,710,1
1478652328,709,2.5
1478652330,708.85,1.75
1478653924,707.5,1.25
1478657682,710,5.5
1478657692,711.2,3.5
1478657728,712,0.5
1478657731,712.2,2
1478657734,712.5,2.1
1478657737,712.85,1.5
1478657740,713,1.5
1478657742,713.6,0.5
1478657746,714,1.6
1478658821,714.2,2.5
1478658824,714.6,2.5
1478658826,715,2
1478658826,715,3.21
1478658844,715.5,1.5
1478658848,715.8,0.52
1478658852,716,2
1478658855,716.5,2.5
1478659361,717,3.2
1478659366,717.21,4
1478660693,718,3.5
1478660696,718.5,2.1
1478660700,719,6
1478660709,720.3,1.4875
1478660773,722,2
1478660832,721.9,2
1478660997,721,2
1478661063,721.25,1.2
1478661343,721.25,3.8
1478661346,722,5
1478662095,722,6
1478662099,723,3
1478662454,725,1.15
1478662456,726,1
1478662501,728,0.75
1478662707,730,1.5
1478663997,728,2
1478664005,727,2
1478665861,727,1
1478667226,730,5
1478667228,732,1.5114
1478667232,732.75,2
1478674137,735.5,4
1478678226,736,0.5
1478679356,736,0.7
1478680224,736.75,1.3
1478684232,736.75,0.2
1478695264,732.2,0.3
1478695268,732.2,0.7
1478695335,732,0.0211
1478695374,732,0.002
1478704636,732,0.5
1478712623,734,30
1478713556,732,0.015
1478713596,732,0.008
1478713835,732,0.0011
1478713869,732,0.0008
1478713963,736.75,0.0246
1478720370,736,20
1478726284,735,10
1478730508,735,5
1478736108,732,2.902
1478736111,731.25,1.26
1478736111,731,1.24
1478736121,731,1.26
1478736121,730.5,3.1
1478736121,730,5.64
1478736124,730,0.36
1478736124,729.15,3.2
1478736124,729,4
1478736124,728.5,2.44
1478736129,728.5,10
1478736132,728.5,10
1478736140,728.5,2.56
1478736140,727,1
1478736140,726,5
1478736140,725,1.44
1478736174,725,2.56
1478736174,724.2,5
1478736174,723,2.44
1478736312,726.5,5
1478736316,727,4
1478736319,727.35,2.8
1478736323,728.5,2
1478736327,729,2
1478738512,729,0.135
1478740189,729,1.865
1478742374,724,4.5
1478742378,723.25,5
1478742417,727,4
1478742421,727.65,2.5
1478742424,728,2
1478742428,729,3.5
1478745315,726,5
1478745500,726,4.3
1478745505,726.5,2
1478745520,726.5,1
1478745520,726.5,4
1478745911,726.5,4
1478747730,726.5,2
1478747751,723.2,2
1478747754,723,0.56
1478747757,722.5,3
1478749839,726.5,4
1478750594,722,4
1478750599,721.25,10
1478750604,721.25,6
1478751194,721.25,6
1478751197,720,4
1478751199,719.11,2.1
1478751201,719,2.5
1478751204,718.52,3.1
1478751206,718,4
1478751208,717.25,1.54
1478751343,723,0.002
1478751734,717,3
1478751738,716.8,2
1478751741,716.8,0.5
1478751744,716.1,2
1478751746,716,3
1478751915,715,0.002
1478753490,721,3
1478753494,721,3
1478756460,722,4
1478756465,723,3.198
1478756767,724,6
1478758513,722,1.22
1478758513,723,2.78
1478760255,718,3
1478760260,717,4
1478761456,716.2,2.5
1478761496,720,1.2
1478761518,716.2,2.3
1478761618,716.2,1.1
1478761993,716.2,0.9
1478762459,720,1.12
1478762805,716.2,0.7
1478762818,716.2,0.99
1478765131,720,0.5
1478765629,716.2,1.9
1478766446,720,0.1
1478767340,720,0.12
1478767360,719,5
1478768944,716.2,0.61
1478768944,716.2,0.62
1478768949,720,0.96
1478768949,720,1.24
1478768969,716.2,1.11
1478770421,716.2,0.0105
1478770439,720,0.2213
1478770475,716.35,4
1478770903,716.2,0.1
1478772968,716.2,1.113
1478772976,720,0.553
1478774159,720,0.0027
1478774188,716.2,0.0114
1478775644,720,0.12
1478775656,720,0.1
1478775667,720,0.11
1478775697,716.2,0.13
1478775899,720,0.13
1478775915,716.2,0.13
1478775954,720,0.14
1478776445,720,0.11
1478779107,720,0.0036
1478790143,717,0.25
1478790590,717,1.0065
1478791867,716.2,0.7751
1478791873,716,2
1478791881,716,1.23
1478792201,718,0.25
1478793386,716,1.77
1478793397,715,1
1478795290,718,0.0001
1478795294,718,1
1478795298,715,0.0001
1478795308,715,2.988
1478795328,717,5
1478795334,717,3
1478795339,717,6
1478795343,717,2
1478795349,717,4
1478796960,715,0.0099
1478796960,715,0.9901
1478797685,715,1.1099
1478797702,716.5,0.1572
1478799587,715,2.045
1478799593,715,3.215
1478799599,715,2.048
1478799621,716,1.258
1478800193,716,1.7887
1478800199,715,1
1478800642,715,1.692
1478800648,714,1
1478800678,715,2.5
1478800683,715,3.05
1478800689,715,5
1478800694,715,2.8
1478800701,715,2.248
1478800707,715,1.111
1478800730,715,0.0254
1478800737,715,3.2656
1478800761,716,1
1478801596,716,1
1478802877,714,1.1
1478803874,716,0.048
1478803878,717,0.5748
1478803881,718,1.9979
1478803933,719,2.054
1478803936,720,0.2694
1478803938,721,6
1478805530,717,1
1478805541,716,2.0574
1478806519,716,2.966
1478806527,717,2.8602
1478808183,718,1
1478820521,718,1.0456
1478820523,719,2.461
1478820527,720,2.0584
1478820530,721,3
1478820532,722,1.2357
1478820534,723,1.22
1478821716,716,2
1478821719,715.21,2.54
1478821719,715.21,3
1478823040,724,4
1478828082,724.25,2.5
1478828082,725,7.5
1478828087,725,5
1478829399,722,1.1
1478829399,722.5,8.9
1478829839,715,2.5
1478831704,721,3
1478831706,722,5
1478831959,721.2,5
1478832237,714.25,5
1478842240,715,3.1
1478842254,722.5,1.1
1478846888,721,6.5
1478846890,722.45,4
1478848849,720,10.1
1478852796,720,0.0116
1478852810,715,1.131
1478856471,720,0.555
1478856477,715,0.53
1478858193,716,11
1478858219,716,10
1478860061,716,0.222
1478862085,716,0.778
1478866763,720,0.0026
1478866782,720,0.0111
1478866804,715,0.0131
1478867441,720,0.0093
1478867460,715,0.007
1478867902,715,0.0015
1478867912,715,0.0035
1478876289,720,1.3104
1478876293,721,7.57
1478876874,718,4.0056
1478877310,717,0.2577
1478877313,716,2.3548
1478877824,721,2.0448
1478878398,720,1
1478879077,717,6.24
1478879108,718,3.2448
1478879246,716,4.2564
1478879542,715,1.3139
1478880016,714.5,1.6
1478880018,714,2.63
1478880475,719,0.1564
1478880494,719,0.8706
1478886825,720,2.004
1478886830,720,0.991
1478886893,717,3.055
1478886896,716,3.055
1478886926,720,3.025
1478886926,720,1
1478888824,717,1
1478888844,720,3.04
1478888848,720,2.0456
1478888853,720,1.0455
1478888859,720,4.056
1478888861,720,4.8129
1478888880,718,1
1478888885,718,5.048
1478888890,718,2.057
1478890168,717,3.247
1478890186,720,1.9556
1478890194,716,0.58
1478890597,716,1.906
1478890599,715,4.025
1478890847,718,1.0248
1478891232,718,2
1478891379,716,5.28
1478891383,716,0.288
1478891390,716,2.58
1478891395,716,3.852
1478892151,718,0.864
1478892169,719,0.2588
1478892171,720,4.2794
1478892742,718,2
1478892746,719,15
1478892751,718,3.28
1478892755,719,0.4
1478892762,719,5.056
1478892769,718,2.5
1478892773,719,6.0478
1478892777,719,15.54
1478892783,718,1.575
1478892790,718,8.486
1478892795,718,4.2637
1478892799,719,2.48
1478892802,718,3.48
1478892807,719,5.4
1478892812,718,4.4153
1478892816,719,0.0762
1478897280,721,2.004
1478899355,720,1.0548
1478899360,720,0.54
1478899363,720,1.84
1478903865,715,1
1478908382,715,2.5
1478908382,715,17.5
1478908399,720,1.6102
1478908403,721,2.04
1478908408,722,2.648
1478910657,722,5
1478913067,721,20
1478915350,720,2.2
1478915350,720,17.8
1478918089,720,2.2
1478918089,720,27.8
1478920510,721,30
1478926788,722.5,2
1478932624,722.1,10
1478932637,722,2
1478935846,720,0.2
1478940042,720,2
1478940079,722,20
1478940080,722,5
1478940088,722,2.3
1478944174,722,2.7
1478944192,722,15
1478944196,722,5
1478946421,719,1.5
1478946421,718,2.5
1478946452,718,1.5
1478946452,717,1.3
1478946479,717,1.7
1478946479,716,1.1
1478946517,716,1.7
1478946525,715,2.5
1478946545,715,2
1478946559,714,3.055
1478946567,713.5,4
1478946567,713,2
1478946575,712.5,2
1478946575,712,2
1478946575,712,2
1478946584,712,2
1478946584,711.5,1
1478946586,711.5,1.5
1478946596,711.1,4
1478946605,710,2
1478948144,710,0.0001
1478961379,713.21,1.52
1478962499,710,0.5
1478963219,713,0.048
1478963787,710,1.4999
1478965010,709.8,1.2
1478966554,709.5,3
1478966612,709.21,0.2
1478968789,710,1
1478968794,710,0.4999
1478968794,711,1.5001
1478968801,711,1.1789
1478968801,712,0.8211
1478968809,712,0.458
1478968812,712,1.0578
1478968818,712,2
1478969648,712,0.0019
1478969880,711,3.0154
1478972567,711,2.1996
1478973726,712,0.9152
1478974520,711,2.59
1478974523,711,3.26
1478974528,711,2.25
1478974533,711,1.9
1478980166,709.21,1.8
1478980169,709,2
1478980171,709,1.2
1478980171,709,2.8
1478980175,709,4.145
1478980262,710,12.547
1478980266,710,2
1478980273,710,4.548
1478980276,710,9.057
1478980281,710,2.0255
1478980283,710,3.156
1478980286,710,4.0564
1478980293,709,4.0548
1478980301,710,1.486
1478980307,710,9.597
1478980315,710,1.7721
1478980315,711,0.2279
1478980324,709,9.0002
1478980324,708.5,2
1478980324,708.1,2.5
1478980324,707,0.8598
1478981460,711,2.8269
1478981463,712,3.1574
1478983804,711,1.258
1478983809,711,6.024
1478983814,711,4.67
1478983818,711,3.25
1478983822,711,1.258
1478983828,711,2.0587
1478986320,711,1.4813
1478986324,712,1
1478988099,712,2.2587
1478989807,713,1.482
1478993342,712,10
1478996966,711,5
1478998534,709,20
1478998554,708.52,10
1479002246,707,1.1402
1479002248,706.35,1
1479002254,705.7,0.75
1479006694,705.5,20
1479009596,706,20
1479013587,707,15
1479015721,706,0.3
1479015731,704.22,1.25
1479015738,703.54,2.85
1479018684,703,2
1479018686,702,3
1479022154,704,2.3
1479022156,705,3.2
1479022172,705,20
1479022173,705,5
1479022176,705,3.5
1479031115,705,0.335
1479037294,701,0.11
1479037296,705,0.1215
1479042910,704,33
1479049307,701,0.39
1479049309,700,3
1479049317,699,2.4
1479050743,702,2.45
1479050746,702,1.247
1479050751,698,0.002
1479050765,701,2
1479050779,698,0.8766
1479050784,695,2.002
1479050786,694,2.683
1479050893,699,1
1479051348,699,1.094
1479052104,700,1
1479052555,700,2.254
1479052556,701,2.2567
1479052865,702,3.56
1479053063,703,2.048
1479053064,704,3.0847
1479053701,705,0.198
1479054048,705,0.8455
1479054049,706,2
1479054049,706,0.0025
1479054055,707,5
1479054787,705,12.78
1479054790,705,4.05
1479054792,705,3.17
1479055149,701,2
1479055153,701,3.44
1479055157,701,1.0254
1479055381,701,1.8186
1479055524,703,1
1479055643,703,1.048
1479056098,704,2
1479056099,704,1
1479056859,704,0.255
1479056859,705,1
1479056859,706,0.745
1479057677,706,1
1479058494,706,0.0003
1479058499,706,0.0036
1479059200,706,1.3069
1479059200,706,9.6931
1479059202,706,5
1479059205,706,3.46
1479060145,706,1.8469
1479060162,707,4.2547
1479060162,707,7.7453
1479060164,707,5.44
1479060167,707,8.156
1479060169,707,11.456
1479060172,707,2.4569
1479060175,707,0.456
1479060177,707,2.56
1479061046,707,1.7298
1479061046,708,1.85
1479061046,709,1.8782
1479061049,709,1.1218
1479061049,710.78,2.9795
1479061190,707,2
1479061194,708,3
1479061263,707,6.488
1479061269,707,2.8
1479061281,706,2.54
1479061289,706,2.5
1479061296,706,4.25
1479061300,706,5.694
1479061315,705,11.558
1479061318,705,4.25
1479061322,705,3.58
1479061337,704,11.6
1479061339,704,8.456
1479061346,704,5.1586
1479061350,704,2.69
1479061365,703,8.844
1479061373,703,9.2123
1479061948,703,1.9437
1479061953,704,2.0954
1479061958,705,0.612
1479061962,706,3.184
1479061967,707,2.712
1479061994,706,1
1479062009,705,2.946
1479062026,704,3.54
1479062031,704,2.1897
1479063227,704,1.8103
1479064190,704,2.45
1479064193,704,2.55
1479064193,705,1.396
1479067568,705,0.783
1479067573,706,3.257
1479068412,702,1
1479068414,705,0.455
1479069718,705,1.8907
1479069721,706,1
1479071366,706,3.456
1479071379,702,4.48
1479071382,707,1
1479071651,707,1.584
1479071816,708,1.155
1479072866,708,11.458
1479072870,708,4.1235
1479072872,708,6.458
1479072876,708,5.167
1479072882,708,2.4568
1479072908,707,4.48
1479072928,707,9.4156
1479073374,706,11.458
1479073376,706,6.454
1479073380,706,4.586
1479073382,706,5.302
1479074071,701,2.78
1479074071,701,9.6756
1479074074,701,6.458
