DATE,price,market_cap
4/22/2017,1222.71,19913900000
4/23/2017,1231.92,20066200000
4/24/2017,1209.63,19705400000
4/25/2017,1250.45,20372300000
4/26/2017,1265.99,20627900000
4/27/2017,1281.88,20889200000
4/28/2017,1317.74,21476000000
4/29/2017,1317.84,21479800000
4/30/2017,1321.87,21548400000
5/1/2017,1348.3,21981800000
5/2/2017,1421.03,23170200000
5/3/2017,1453.78,23707100000
5/4/2017,1490.72,24311900000
5/5/2017,1540.87,25133100000
5/6/2017,1556.81,25395600000
5/7/2017,1579.47,25768500000
5/8/2017,1596.92,26056500000
5/9/2017,1723.89,28132200000
5/10/2017,1756.52,28668100000
5/11/2017,1780.37,29060600000
5/12/2017,1845.76,30131100000
5/13/2017,1723.12,28132300000
5/14/2017,1800.86,29405100000
5/15/2017,1808.44,29532600000
5/16/2017,1741.7,28446300000
5/17/2017,1726.73,28204800000
5/18/2017,1818.7,29710500000
5/19/2017,1897.37,30999000000
5/20/2017,1984.24,32422400000
5/21/2017,2067.03,33779400000
5/22/2017,2043.19,33393600000
5/23/2017,2191.56,35822600000
5/24/2017,2321.37,37949200000
5/25/2017,2446.24,39995400000
5/26/2017,2320.89,37950600000
5/27/2017,2196.27,35917100000
5/28/2017,2054.08,33595900000
5/29/2017,2159.43,35323500000
5/30/2017,2255.36,36897000000
5/31/2017,2187.19,35786700000
6/1/2017,2288.33,37446200000
6/2/2017,2404.03,39344600000
6/3/2017,2493.72,40817100000
6/4/2017,2547.79,41708200000
6/5/2017,2512.4,41133900000
6/6/2017,2690.84,44061000000
6/7/2017,2869.38,46989800000
6/8/2017,2720.49,44557100000
6/9/2017,2807.44,45987100000
6/10/2017,2828.14,46331400000
6/11/2017,2942.41,48208700000
6/12/2017,2953.22,48391200000
6/13/2017,2680.91,43934100000
6/14/2017,2716.88,44528300000
6/15/2017,2499.58,40971300000
6/16/2017,2469.57,40484100000
6/17/2017,2514.01,41217200000
6/18/2017,2655.35,43539300000
6/19/2017,2549.03,41800600000
6/20/2017,2591.26,42498000000
6/21/2017,2709.43,44440800000
6/22/2017,2691.03,44143700000
6/23/2017,2707.34,44415900000
6/24/2017,2738.52,44932900000
6/25/2017,2607.25,42783800000
6/26/2017,2590.57,42514000000
6/27/2017,2478.45,40677900000
6/28/2017,2553.03,41906700000
6/29/2017,2567.56,42150300000
6/30/2017,2539.24,41689100000
7/1/2017,2492.6,40928200000
7/2/2017,2436.4,40010500000
7/3/2017,2498.56,41037200000
7/4/2017,2561,42067900000
7/5/2017,2602.87,42760800000
7/6/2017,2608.1,42851400000
7/7/2017,2608.59,42864200000
7/8/2017,2520.27,41417700000
7/9/2017,2572.61,42283200000
7/10/2017,2525.25,41509000000
7/11/2017,2385.89,39224200000
7/12/2017,2332.77,38355900000
7/13/2017,2402.7,39511000000
7/14/2017,2360.59,38823100000
7/15/2017,2230.12,36681300000
7/16/2017,1991.98,32767600000
7/17/2017,1932.62,31795000000
7/18/2017,2233.52,36749400000
7/19/2017,2323.08,38227800000
7/20/2017,2269.89,37356800000
7/21/2017,2838.41,46719000000
7/22/2017,2668.63,43929600000
7/23/2017,2808.1,46231100000
7/24/2017,2732.7,44995600000
7/25/2017,2757.5,45410100000
7/26/2017,2577.77,42455000000
7/27/2017,2538.71,41816500000
7/28/2017,2679.73,44144400000
7/29/2017,2807.02,46246700000
7/30/2017,2724.39,44890700000
7/31/2017,2763.24,45535800000
8/1/2017,2871.3,47321800000
8/2/2017,2727.13,44950800000
8/3/2017,2709.56,44666400000
8/4/2017,2806.93,46276200000
8/5/2017,2897.63,47778200000
8/6/2017,3257.61,53720900000
8/7/2017,3212.78,52987300000
8/8/2017,3370.22,55590300000
8/9/2017,3420.4,56424900000
8/10/2017,3341.84,55134700000
8/11/2017,3373.82,55668000000
8/12/2017,3650.63,60242100000
8/13/2017,3880.04,64034100000
8/14/2017,4066.1,67112300000
8/15/2017,4326.99,71425500000
8/16/2017,4200.34,69342700000
8/17/2017,4384.44,72389100000
8/18/2017,4324.34,71406500000
8/19/2017,4137.75,68333100000
8/20/2017,4189.31,69192700000
8/21/2017,4090.48,67567100000
8/22/2017,3998.35,66051000000
8/23/2017,4089.01,67553000000
8/24/2017,4137.6,68363900000
8/25/2017,4332.82,71595100000
8/26/2017,4372.06,72249100000
8/27/2017,4345.1,71809200000
8/28/2017,4384.45,72467900000
8/29/2017,4389.21,72553800000
8/30/2017,4570.36,75556600000
8/31/2017,4555.59,75322300000
9/1/2017,4701.76,77748400000
9/2/2017,4901.42,81060600000
9/3/2017,4585.27,75841700000
9/4/2017,4591.63,75955500000
9/5/2017,4228.29,69954400000
9/6/2017,4376.59,72418700000
9/7/2017,4589.14,75945000000
9/8/2017,4605.16,76220200000
9/9/2017,4229.81,70017200000
9/10/2017,4229.34,70018100000
9/11/2017,4122.47,68256000000
9/12/2017,4168.88,69033400000
9/13/2017,4131.98,68432200000
9/14/2017,3875.37,64191600000
9/15/2017,3166.3,52453500000
9/16/2017,3637.75,60271600000
9/17/2017,3606.28,59757800000
9/18/2017,3591.09,59514100000
9/19/2017,4073.79,67520300000
9/20/2017,3916.36,64918500000
9/21/2017,3901.47,64677600000
9/22/2017,3628.02,60152300000
9/23/2017,3629.92,60190000000
9/24/2017,3796.15,62954300000
9/25/2017,3681.58,61061100000
9/26/2017,3928.41,65161000000
9/27/2017,3892.94,64579200000
9/28/2017,4197.13,69633200000
9/29/2017,4171.62,69219200000
9/30/2017,4166.11,69136600000
10/1/2017,4341.05,72047300000
10/2/2017,4395.81,72963200000
10/3/2017,4408.46,73181300000
10/4/2017,4319.37,71712500000
10/5/2017,4229.88,70233700000
10/6/2017,4324.46,71810600000
10/7/2017,4369.35,72565100000
10/8/2017,4429.67,73575400000
10/9/2017,4614.52,76656500000
10/10/2017,4776.21,79351800000
10/11/2017,4789.25,79578200000
10/12/2017,4829.58,80256700000
10/13/2017,5464.16,90812400000
10/14/2017,5643.53,93803000000
10/15/2017,5835.96,97011900000
10/16/2017,5687.57,94559000000
10/17/2017,5741.58,95469300000
10/18/2017,5603.82,93190200000
10/19/2017,5583.74,92867000000
10/20/2017,5708.11,94947900000
10/21/2017,5996.79,99763200000
10/22/2017,6036.66,1.00E+11
10/23/2017,6006,99941600000
10/24/2017,5935.52,98781600000
10/25/2017,5524.6,91954200000
10/26/2017,5747.95,95685100000
10/27/2017,5899.74,98225400000
10/28/2017,5787.82,96369600000
10/29/2017,5754.44,95819800000
10/30/2017,6114.85,1.02E+11
10/31/2017,6132.02,1.02E+11
11/1/2017,6440.97,1.07E+11
11/2/2017,6777.77,1.13E+11
11/3/2017,7087.53,1.18E+11
11/4/2017,7164.48,1.19E+11
11/5/2017,7404.52,1.23E+11
11/6/2017,7403.22,1.23E+11
11/7/2017,7023.1,1.17E+11
11/8/2017,7141.38,1.19E+11
11/9/2017,7446.83,1.24E+11
11/10/2017,7173.73,1.20E+11
11/11/2017,6618.61,1.10E+11
11/12/2017,6295.45,1.05E+11
11/13/2017,5938.25,99029000000
11/14/2017,6561.48,1.09E+11
11/15/2017,6634.76,1.11E+11
11/16/2017,7323.24,1.22E+11
11/17/2017,7853.57,1.31E+11
11/18/2017,7697.21,1.28E+11
11/19/2017,7766.03,1.30E+11
11/20/2017,8039.07,1.34E+11
11/21/2017,8205.74,1.37E+11
11/22/2017,8077.95,1.35E+11
11/23/2017,8232.38,1.37E+11
11/24/2017,8074.02,1.35E+11
11/25/2017,8241.71,1.38E+11
11/26/2017,8789.04,1.47E+11
11/27/2017,9352.72,1.56E+11
11/28/2017,9823.43,1.64E+11
11/29/2017,10077.4,1.68E+11
11/30/2017,9906.79,1.66E+11
12/1/2017,10198.6,1.70E+11
12/2/2017,10978.3,1.83E+11
12/3/2017,11082.7,1.85E+11
12/4/2017,11315.4,1.89E+11
12/5/2017,11685.7,1.95E+11
12/6/2017,11923.4,1.99E+11
12/7/2017,14266.1,2.39E+11
12/8/2017,17802.9,2.98E+11
12/9/2017,16523.3,2.76E+11
12/10/2017,15168.4,2.54E+11
12/11/2017,15427.4,2.58E+11
12/12/2017,16919.8,2.83E+11
12/13/2017,17500,2.93E+11
12/14/2017,16384.6,2.74E+11
12/15/2017,16601.3,2.78E+11
12/16/2017,17760.3,2.97E+11
12/17/2017,19475.8,3.26E+11
12/18/2017,19106.4,3.20E+11
12/19/2017,19118.3,3.20E+11
12/20/2017,17760.3,2.98E+11
12/21/2017,16642.4,2.79E+11
12/22/2017,15898,2.66E+11
12/23/2017,13948.7,2.34E+11
12/24/2017,14608.2,2.45E+11
12/25/2017,13995.9,2.35E+11
12/26/2017,14036.6,2.35E+11
12/27/2017,16163.5,2.71E+11
12/28/2017,15864.1,2.66E+11
12/29/2017,14695.8,2.46E+11
12/30/2017,14681.9,2.46E+11
12/31/2017,12897.7,2.16E+11
1/1/2018,14112.2,2.37E+11
1/2/2018,13625,2.29E+11
1/3/2018,14978.2,2.51E+11
1/4/2018,15270.7,2.56E+11
1/5/2018,15477.2,2.60E+11
1/6/2018,17462.1,2.93E+11
1/7/2018,17527.3,2.94E+11
1/8/2018,16476.2,2.77E+11
1/9/2018,15123.7,2.54E+11
1/10/2018,14588.5,2.45E+11
1/11/2018,14968.2,2.51E+11
1/12/2018,13453.9,2.26E+11
1/13/2018,13952.4,2.34E+11
1/14/2018,14370.8,2.41E+11
1/15/2018,13767.3,2.31E+11
1/16/2018,13836.1,2.33E+11
1/17/2018,11431.1,1.92E+11
1/18/2018,11198.8,1.88E+11
1/19/2018,11429.8,1.92E+11
1/20/2018,11656.2,1.96E+11
1/21/2018,12889.2,2.17E+11
1/22/2018,11633.1,1.96E+11
1/23/2018,10944.5,1.84E+11
1/24/2018,10903.4,1.83E+11
1/25/2018,11421.7,1.92E+11
1/26/2018,11256,1.89E+11
1/27/2018,11174.9,1.88E+11
1/28/2018,11475.3,1.93E+11
1/29/2018,11755.5,1.98E+11
1/30/2018,11306.8,1.90E+11
1/31/2018,10108.2,1.70E+11
2/1/2018,10237.3,1.72E+11
2/2/2018,9142.28,1.54E+11
2/3/2018,8852.12,1.49E+11
2/4/2018,9175.7,1.55E+11
2/5/2018,8270.54,1.39E+11
2/6/2018,7051.75,1.19E+11
2/7/2018,7755.49,1.31E+11
2/8/2018,7637.86,1.29E+11
2/9/2018,8271.84,1.39E+11
2/10/2018,8720.08,1.47E+11
2/11/2018,8616.13,1.45E+11
2/12/2018,8141.43,1.37E+11
2/13/2018,8926.72,1.51E+11
2/14/2018,8599.92,1.45E+11
2/15/2018,9488.32,1.60E+11
2/16/2018,10135.7,1.71E+11
2/17/2018,10207.5,1.72E+11
2/18/2018,11123.4,1.88E+11
2/19/2018,10552.6,1.78E+11
2/20/2018,11231.8,1.90E+11
2/21/2018,11372.2,1.92E+11
2/22/2018,10660.4,1.80E+11
2/23/2018,9937.07,1.68E+11
2/24/2018,10287.7,1.74E+11
2/25/2018,9796.42,1.65E+11
2/26/2018,9669.43,1.63E+11
2/27/2018,10393.9,1.76E+11
2/28/2018,10687.2,1.81E+11
3/1/2018,10385,1.75E+11
3/2/2018,10977.4,1.85E+11
3/3/2018,11101.9,1.88E+11
3/4/2018,11497.4,1.94E+11
3/5/2018,11532.4,1.95E+11
3/6/2018,11500.1,1.94E+11
3/7/2018,10803.9,1.83E+11
3/8/2018,9951.44,1.68E+11
3/9/2018,9414.69,1.59E+11
3/10/2018,9350.59,1.58E+11
3/11/2018,8852.78,1.50E+11
3/12/2018,9602.93,1.62E+11
3/13/2018,9173.04,1.55E+11
3/14/2018,9214.65,1.56E+11
3/15/2018,8290.76,1.40E+11
3/16/2018,8322.91,1.41E+11
3/17/2018,8321.91,1.41E+11
3/18/2018,7890.52,1.34E+11
3/19/2018,8344.12,1.41E+11
3/20/2018,8619.67,1.46E+11
3/21/2018,8937.48,1.51E+11
3/22/2018,8939.44,1.51E+11
3/23/2018,8736.25,1.48E+11
3/24/2018,8901.95,1.51E+11
